cust_id,cust name,policy number,DOA,DOB,sex,region,charges
323282,Aditi Gupta,92965455887716 ,26/04/1967,7/7/1992,female,southeast,8233.0975
317992,Deepika Iyer,93922011819498 ,7/4/1966,6/6/1969,male,southeast,27346.04207
208261,Maya Patel,94440029528891 ,26/08/1960,8/6/1992,female,southwest,6196.448
129584,Ishaan Kapoor,99860588091005 ,7/12/1996,1/7/1969,female,southeast,3056.3881
567125,Suman Mehta,99409600329102 ,7/11/1953,5/3/1979,female,southeast,13887.204
863347,Roshni Mehta,92363329353281 ,21/02/1957,14/03/1991,female,southeast,63770.42801
932584,Anushka Singh,91574070626930 ,12/1/1957,19/06/1952,male,northwest,10231.4999
374496,Aditi Jain,97191901743486 ,22/12/1984,16/04/1998,male,northwest,23807.2406
804510,Sarika Reddy,93357202701950 ,9/2/1978,21/07/1998,male,northeast,3268.84665
823839,Ankit Chauhan,90926916763641 ,12/7/1954,3/3/1950,female,southwest,11538.421
956740,Rahul Sharma,98376348451239 ,14/01/1980,27/05/1953,female,northeast,3213.62205
185034,Sandeep Verma,94969551772515 ,18/03/1992,4/3/1955,female,southeast,45863.205
739771,Lakshmi Iyer,98355138087528 ,22/02/1955,27/04/1996,male,southwest,13390.559
745874,Ishaan Kapoor,96266327130807 ,9/1/1981,29/01/1997,female,southeast,3972.9247
964407,Deepika Iyer,92024171015587 ,12/1/1968,19/12/1993,male,southwest,12957.118
314249,Tanya Joshi,96588551579091 ,13/01/2000,29/01/1978,female,northwest,11187.6567
235607,Akanksha Singh,94041813063329 ,24/08/1952,12/10/1955,female,northeast,17878.90068
903095,Sachin Kumar,94593090022535 ,7/6/1965,15/07/1975,male,southwest,3847.674
233800,Ananya Chauhan,95285302129922 ,9/10/1952,2/8/1990,male,northeast,8334.5896
465603,Shalini Patel,99883178722714 ,16/01/1960,4/5/1954,male,southeast,3935.1799
238455,Aruna Patel,93888007548054 ,28/02/1980,14/01/1977,female,northwest,39983.42595
839368,Lakshmi Iyer,93011167811392 ,21/11/1982,24/03/1964,male,northwest,1646.4297
764846,Maya Singh,95199511377543 ,26/02/1961,6/12/1958,female,northwest,9193.8385
759221,Harshita Singh,97649203168481 ,14/06/1986,16/07/1985,female,northeast,10923.9332
835948,Santosh Sharma,93929634592251 ,3/6/1997,25/06/1987,male,southwest,2494.022
793254,Dhruv Mehta,98486468601497 ,8/10/1992,20/09/1998,male,southeast,9058.7303
782928,Amit Kumar,95520249258321 ,28/10/1970,20/05/1979,female,southeast,2801.2588
328827,Krishna Rao,95292815354359 ,30/01/1995,30/06/1996,female,northwest,2128.43105
169381,Ayush Mehta,93788698901466 ,27/01/1989,23/01/1988,female,northwest,6373.55735
466090,Priya Chauhan,94408301797448 ,8/4/1952,23/09/1962,male,northwest,7256.7231
374781,Aditi Gupta,90690283371500 ,2/3/1963,24/04/1972,female,southwest,11552.904
607132,Shivam Trivedi,94440566813017 ,8/6/1999,1/7/1979,male,northwest,45702.02235
202206,Sarika Reddy,98308151340179 ,31/03/1958,2/7/1985,female,southwest,3761.292
324381,Dhruv Mehta,96945589080291 ,19/02/1964,12/12/1974,female,southeast,2219.4451
955367,Aditi Gupta,91453782152683 ,13/12/1983,16/04/1983,female,southeast,4753.6368
228608,Ishaan Kapoor,93176812511422 ,10/11/1950,14/10/1973,female,northeast,31620.00106
546929,Shikha Gupta,95591640451648 ,22/07/1985,2/6/1961,female,northeast,13224.05705
753653,Santosh Sharma,92551997088960 ,21/01/1966,28/07/1969,female,northwest,12222.8983
787801,Ayush Mehta,99149135044318 ,25/04/1992,23/04/1974,male,southeast,1664.9996
421405,Shivam Trivedi,96192346900866 ,25/09/1955,28/12/1973,female,northeast,58571.07448
936739,Anushka Jain,96005491135913 ,29/06/1987,22/01/1959,male,southwest,9724.53
624985,Sandeep Verma,91131583207810 ,24/07/1985,30/03/1958,female,northeast,3206.49135
616306,Arjun Desai,98255321936971 ,3/11/1954,25/03/1953,male,northeast,12913.9924
258054,Sandeep Verma,99191198865880 ,19/05/1978,16/02/1983,male,northwest,1639.5631
413391,Manish Kumar,91868882198253 ,29/08/1964,15/06/2000,male,southeast,6356.2707
820909,Anushka Jain,97492479488103 ,22/05/1982,21/06/1979,female,southeast,17626.23951
860404,Shikha Gupta,93329746801897 ,14/08/1950,21/02/1975,male,southwest,1242.816
712968,Roshni Mehta,97607869553264 ,1/8/1988,25/03/1987,female,southeast,4779.6023
347626,Ajay Sharma,99344981906555 ,20/06/2000,9/12/1983,male,northeast,3861.20965
939780,Shashank Singh,96650494235928 ,3/2/1992,20/08/1954,female,northwest,43943.8761
906089,Sandeep Verma,94750804666877 ,19/11/1965,13/10/1964,female,northeast,13635.6379
194747,Jaya Patel,99862313568704 ,8/7/1986,25/03/1965,female,southeast,5976.8311
815697,Ananya Chauhan,90256156819174 ,21/08/1977,23/01/1969,female,southwest,11842.442
156322,Yash Singh,92905171245884 ,26/08/1954,15/09/1993,male,northwest,8428.0693
129766,Ankit Jain,90451591849633 ,20/03/1962,7/12/1999,male,southeast,2566.4707
377740,Yogesh Mehta,98079664228076 ,30/06/1950,13/07/1999,female,northeast,15359.1045
868771,Lakshmi Iyer,93710143630411 ,11/11/1953,30/11/1988,male,southeast,5709.1644
119717,Sakshi Patel,94128472511483 ,8/9/1951,2/9/1985,female,northeast,8823.98575
857920,Pooja Agarwal,93697079511782 ,15/04/1968,4/7/1978,female,southeast,7640.3092
304195,Swati Singh,96663136319512 ,20/03/1962,24/12/1978,female,northeast,5594.8455
219856,Swati Singh,91108274884121 ,22/09/1994,2/3/1980,male,southwest,7441.501
118487,Yash Singh,93311835577416 ,2/10/1995,1/3/1965,female,northwest,33471.97189
757649,Disha Gupta,99469297142873 ,8/9/1959,17/04/1978,female,southeast,1633.0444
214711,Neha Verma,99309619454953 ,30/08/1982,6/4/1973,male,northwest,9174.13565
394575,Ananya Chauhan,95549853129777 ,25/09/1999,18/06/1984,female,southwest,11070.535
594794,Krishna Rao,90153422707566 ,22/05/1961,6/8/1984,female,southeast,16085.1275
692529,Priya Chauhan,97327470509366 ,19/03/1995,30/05/1959,female,northwest,17468.9839
348442,Maya Patel,98415106504055 ,2/4/1986,10/2/1955,female,southeast,9283.562
521502,Shashank Singh,91064933416788 ,10/9/1981,6/10/1995,female,northeast,3558.62025
444988,Harshita Singh,97080700440472 ,21/08/1955,14/05/1978,female,northwest,25678.77845
266655,Sangita Das,90857245135776 ,21/09/1983,28/07/1977,male,northeast,4435.0942
673862,Kirti Singh,90103636104748 ,7/3/1991,10/7/1953,male,southwest,39241.442
109076,Ajay Kumar,99031756129035 ,1/10/1979,20/09/1983,female,southeast,8547.6913
579070,Manish Kumar,93245131017425 ,12/3/1963,28/10/1999,female,southwest,6571.544
163433,Karan Kumar,90279624233445 ,15/01/1987,9/2/1962,female,northeast,2207.69745
966863,Shubham Kapoor,90370965059593 ,6/3/1997,1/9/1979,female,northeast,6753.038
269707,Yash Singh,92691346429437 ,26/01/1984,15/12/1979,female,southeast,1880.07
391324,Aditi Jain,96703462027138 ,11/2/1962,8/12/1975,female,southeast,42969.8527
550944,Sakshi Patel,90392618012901 ,17/12/1974,24/07/1998,female,northeast,11658.11505
972594,Lakshmi Iyer,96498134542839 ,11/8/1954,14/09/1958,male,southwest,23306.547
416655,Sarika Reddy,99602545458193 ,13/01/1967,9/1/1962,female,southeast,34439.8559
769827,Deepika Das,92633639456643 ,6/12/1963,18/07/1981,female,southwest,10713.644
915577,Neelam Sharma,90425475291090 ,17/02/1993,29/03/1969,male,southwest,3659.346
474904,Sameer Singh,95131102317538 ,8/3/2000,28/05/1988,male,southwest,40182.246
109326,Tanvi Desai,90169697890137 ,8/11/1983,1/2/1989,female,southwest,9182.17
727405,Akanksha Patel,95464921298323 ,29/03/1968,16/10/1997,male,northeast,34617.84065
836607,Shivam Trivedi,96986846092715 ,21/02/1950,3/5/1962,male,northwest,12129.61415
852579,Manish Patel,99801604724399 ,5/7/1966,3/10/1953,female,northwest,3736.4647
476036,Arjun Sharma,96708628101686 ,5/8/1973,11/5/2000,male,northeast,6748.5912
209460,Nisha Reddy,91943684385071 ,15/11/1959,25/12/1990,male,southeast,11326.71487
404928,Mohan Singh,99993175376504 ,23/05/1984,14/10/1971,male,southwest,11365.952
434758,Gaurav Singh,91319905034864 ,10/5/1951,28/03/1993,female,northwest,42983.4585
150094,Shikha Gupta,98986528348954 ,30/01/1981,4/11/1955,male,southwest,10085.846
517007,Varun Gupta,93003506030806 ,21/03/1979,23/09/1955,male,southwest,1977.815
637697,Roshni Mehta,96385477758990 ,19/12/1961,25/06/1987,female,southeast,3366.6697
980447,Pranav Singh,96002666770581 ,26/07/1979,7/2/1953,male,northeast,7173.35995
812658,Shivam Trivedi,91754139836372 ,5/10/1976,12/5/1973,male,southwest,9391.346
812736,Disha Trivedi,93052259727952 ,20/11/1987,2/6/1989,male,northeast,14410.9321
325220,Yogesh Mehta,93160243479434 ,26/10/1962,24/05/1970,female,northwest,2709.1119
174702,Himanshu Verma,96922163290714 ,17/06/1955,27/11/1977,female,northeast,24915.04626
829011,Uma Patel,98395799032647 ,1/9/1953,7/1/1996,male,northeast,20149.3229
187249,Pooja Agarwal,94393457144806 ,9/11/1955,25/06/1980,male,southeast,12949.1554
287714,Sakshi Patel,96699165445967 ,26/05/1950,2/12/1957,male,southwest,6666.243
958178,Vinayak Das,99840236562646 ,1/7/1989,11/2/1978,male,northwest,32787.45859
133787,Aruna Reddy,93436367834890 ,21/06/1961,30/03/1973,male,northeast,13143.86485
280644,Ajay Sharma,99869065505361 ,30/07/1977,15/09/1964,female,northwest,4466.6214
129663,Anushka Singh,90268230947303 ,5/9/1977,27/11/1955,male,southeast,18806.14547
148746,Arjun Sharma,98480380975105 ,23/01/1995,9/9/1971,male,northeast,10141.1362
176217,Krishna Chauhan,90061886138230 ,7/12/1991,18/03/1968,male,northwest,6123.5688
356314,Disha Trivedi,97926890916857 ,20/10/1991,9/11/1954,female,northeast,8252.2843
176690,Himanshu Verma,91680557507475 ,31/05/1968,11/8/1957,male,northeast,1712.227
344653,Ayush Verma,93832975785775 ,7/1/1951,26/05/1956,female,northeast,12430.95335
642074,Ananya Chauhan,91546493138803 ,4/12/1972,3/8/1996,female,southeast,9800.8882
114948,Himanshu Patel,96926217657561 ,27/02/1988,28/05/1962,female,southeast,10579.711
838937,Sangita Das,93006302329713 ,26/09/1977,31/10/1992,female,southeast,8280.6227
820947,Maya Patel,94380805921746 ,5/5/1981,10/12/1976,female,southeast,8527.532
551121,Aruna Reddy,99228099206869 ,7/10/1963,27/05/1965,female,southeast,12244.531
175468,Priya Chauhan,95375658677277 ,14/06/1952,28/07/1981,female,southeast,24667.419
962974,Krishna Chauhan,93445452893279 ,19/11/1993,20/04/2000,female,southwest,3410.324
672557,Ankit Jain,94707648666717 ,16/04/1966,3/1/1954,male,northwest,4058.71245
787441,Shalini Patel,91218502353589 ,19/06/1981,27/10/1955,female,northeast,26392.26029
802226,Jaya Patel,98799106496797 ,29/01/1993,22/04/1966,female,northeast,14394.39815
604624,Suman Mehta,95174043549619 ,25/08/1976,7/11/1967,male,southeast,6435.6237
375147,Ananya Patel,95620099069639 ,3/11/1989,16/09/1961,female,southeast,22192.43711
612758,Arjun Sharma,96103546451704 ,7/9/1957,8/10/1989,female,northeast,5148.5526
690809,Yash Singh,93891067179767 ,27/08/1980,21/12/1966,male,southeast,1136.3994
170927,Sandeep Verma,99291869483117 ,7/2/1974,24/03/1987,female,southeast,27037.9141
531940,Anushka Singh,95614681518531 ,11/7/1991,3/3/1973,male,southeast,42560.4304
648247,Ananya Patel,92862461021080 ,6/8/1988,13/04/1959,male,southwest,8703.456
683813,Pooja Agarwal,92846051197315 ,21/08/1974,16/07/1973,female,northwest,40003.33225
708135,Arjun Desai,91415909700186 ,1/3/1950,17/02/1973,male,northeast,45710.20785
794960,Shreya Jain,93094331822855 ,17/03/1959,25/09/1969,female,southeast,6500.2359
567424,Aditi Jain,98754523246718 ,7/7/1989,23/04/1976,male,southeast,4837.5823
837636,Akanksha Patel,93898313470091 ,26/12/1969,16/09/1983,female,northeast,3943.5954
326633,Karan Gupta,95161785313606 ,27/08/1994,8/10/1997,male,southeast,4399.731
441198,Ayush Verma,96598906034754 ,8/1/1962,17/05/1970,female,southeast,6185.3208
909578,Kirti Singh,98645322418594 ,16/07/1967,6/3/1973,female,southeast,46200.9851
122807,Karan Kumar,96212254185245 ,8/1/1964,2/2/1977,male,northwest,7222.78625
601178,Vikas Verma,93309956941458 ,5/7/1991,23/11/1988,female,southeast,12485.8009
758101,Swati Singh,99866852626798 ,8/2/1961,18/01/1991,male,northwest,46130.5265
107718,Dhruv Mehta,93416583099016 ,14/05/1951,16/05/1951,male,southwest,12363.547
462079,Rajesh Gupta,99414327195019 ,28/04/1977,16/09/1973,female,northwest,10156.7832
896603,Ishaan Sharma,98447127943217 ,12/10/1996,20/10/1968,female,southwest,2585.269
546987,Gaurav Joshi,98993595053103 ,20/08/1980,10/3/1982,male,southwest,1242.26
194128,Pooja Agarwal,91097799202838 ,11/4/1967,4/2/1952,male,southwest,40103.89
754809,Neelam Yadav,92863358002060 ,7/11/1980,24/03/1955,male,northwest,9863.4718
957325,Arjun Desai,94380265125790 ,15/07/1979,15/12/1978,female,southwest,4766.022
165294,Ayush Mehta,92985757142562 ,8/10/1989,5/12/1981,male,northeast,11244.3769
903510,Tanya Joshi,96646072803503 ,28/05/1999,29/07/1951,male,northeast,7729.64575
218198,Pooja Agarwal,90315552942889 ,29/03/1977,29/08/1958,male,southeast,5438.7491
384824,Mohan Kumar,95888778661897 ,17/06/1967,23/08/1995,female,southwest,26236.57997
741636,Akanksha Singh,94656711616189 ,4/10/1972,1/8/1968,male,southeast,34806.4677
546087,Ananya Chauhan,90767073879549 ,25/07/1969,18/11/1962,male,northeast,2104.1134
592483,Dhruv Mehta,92421987460868 ,17/08/1981,7/4/1999,male,southwest,8068.185
986039,Ankit Chauhan,91367583918639 ,14/05/2000,9/3/1992,male,northwest,2362.22905
845879,Arjun Desai,94313090256904 ,6/1/1952,7/5/1964,male,northwest,2352.96845
883189,Akanksha Patel,94251912141207 ,2/1/1988,3/12/1999,female,southwest,3577.999
942639,Tanvi Desai,98034764644136 ,13/06/1992,16/12/1982,female,northwest,3201.24515
751871,Shreya Jain,99714008687453 ,9/5/1953,17/07/1969,female,northeast,29186.48236
924268,Nisha Reddy,93368850110783 ,2/7/1986,12/5/1973,male,southeast,40273.6455
962405,Ankit Jain,99323570152971 ,24/12/1964,15/01/1985,male,northwest,10976.24575
552509,Shalini Patel,90296575403883 ,28/01/1997,2/9/1957,female,southeast,3500.6123
513892,Lakshmi Sharma,94603306692925 ,20/05/1960,24/09/1971,female,southeast,2020.5523
905204,Ananya Patel,91347480855108 ,17/12/1979,16/06/1984,female,northeast,9541.69555
110986,Pranav Singh,98825789501446 ,15/04/1956,16/09/1956,male,southeast,9504.3103
155942,Vikas Verma,93044586965860 ,5/4/1955,27/12/1980,female,northwest,5385.3379
963209,Ananya Chauhan,93350550404788 ,21/04/1997,28/03/1995,female,northwest,8930.93455
383379,Sandeep Verma,97255034724750 ,23/12/1982,20/05/1987,female,southwest,5375.038
338449,Sangita Das,90358189345535 ,10/5/1961,24/04/1991,female,southeast,44400.4064
545113,Priya Chauhan,99895110823287 ,14/12/1977,15/06/1965,male,northwest,10264.4421
852500,Nisha Reddy,93166424358403 ,15/04/1962,26/01/1992,female,northeast,6113.23105
230396,Vishal Kapoor,96092595480247 ,13/01/1977,13/01/1987,female,northeast,5469.0066
574469,Himanshu Verma,92924323899365 ,21/04/1994,15/06/1989,male,southeast,1727.54
631220,Gaurav Joshi,98521147696878 ,10/11/1978,26/09/1990,female,southeast,10107.2206
680767,Disha Gupta,95070820565462 ,22/03/1977,9/12/1956,female,northwest,8310.83915
957065,Sameer Singh,91067379801270 ,4/4/1988,28/10/1981,male,northeast,1984.4533
699204,Dhruv Mehta,90719693621896 ,27/01/1973,23/10/1964,female,southwest,2457.502
640604,Jaya Sharma,93696302839271 ,5/8/1964,23/03/1992,male,southwest,12146.971
905242,Shubham Kapoor,98346861703311 ,2/9/1963,13/01/1982,female,northwest,9566.9909
130187,Anushka Singh,95923270943532 ,16/09/1982,11/5/1980,male,northwest,13112.6048
719629,Arjun Sharma,92086905297443 ,15/03/1964,15/08/1962,female,northwest,10848.1343
787840,Shubham Kapoor,92605902203556 ,9/8/1953,26/08/1989,female,northwest,12231.6136
255684,Manish Patel,91231835343454 ,6/12/1985,27/07/1963,female,northeast,9875.6804
925108,Akanksha Patel,96680318693675 ,12/2/1990,9/8/1986,male,southwest,11264.541
604089,Shikha Gupta,91007606974118 ,24/11/1981,15/05/1986,male,southwest,12979.358
892299,Anushka Singh,94923135074517 ,20/08/1996,17/08/1960,male,southwest,1263.249
189558,Vidya Reddy,95880348837459 ,16/05/1950,13/06/1958,female,northeast,10106.13425
654795,Deepika Iyer,92772143515353 ,9/11/1956,10/6/1953,female,southeast,40932.4295
449720,Karan Gupta,92035771532360 ,22/06/1967,15/02/1971,male,northwest,6664.68595
837590,Shubham Kapoor,93523178265941 ,17/04/1994,19/02/1976,female,northeast,16657.71745
222182,Swati Singh,99627898434541 ,22/09/1988,11/12/1998,female,northeast,2217.6012
221167,Tanya Joshi,91698108058339 ,24/02/1977,11/2/1974,female,southeast,6781.3542
740774,Shubham Kapoor,95623692302466 ,25/12/1963,21/07/1967,male,southeast,19361.9988
743621,Vikas Verma,91338997833566 ,2/8/1998,10/12/1970,male,southwest,10065.413
646617,Rahul Sharma,99998630318173 ,3/3/1973,11/1/1977,female,southwest,4234.927
702393,Sakshi Patel,91145240015220 ,20/01/1978,4/8/1953,female,northeast,9447.25035
276496,Gaurav Joshi,97244917330741 ,8/6/1995,8/6/1975,female,southwest,14007.222
716384,Himanshu Patel,90063752610224 ,14/08/1986,23/11/1996,female,northwest,9583.8933
422421,Mohan Kumar,93855252617927 ,26/11/1953,10/1/1975,female,southeast,40419.0191
929707,Karan Gupta,91761147894367 ,5/9/1993,19/12/1960,male,southwest,3484.331
122447,Maya Singh,98423183388126 ,17/03/1975,21/05/1992,male,northeast,36189.1017
580493,Deepika Das,93878615152335 ,3/1/1980,14/02/1999,male,southwest,44585.45587
565303,Yash Singh,96183534333919 ,11/4/1996,11/7/1961,male,northeast,8604.48365
302618,Rajesh Gupta,90577186235876 ,1/3/1986,5/9/1996,male,southeast,18246.4955
215945,Neelam Sharma,97369362371573 ,20/02/1985,3/1/1959,male,northeast,43254.41795
165456,Yogesh Mehta,97816615607750 ,2/2/1978,16/09/1992,female,southeast,3757.8448
660291,Yogesh Mehta,93590506420747 ,31/01/1963,19/10/1977,male,northwest,8827.2099
515558,Roshni Mehta,90806142249519 ,15/03/1990,15/05/1950,female,northwest,9910.35985
347986,Karan Gupta,94419039898661 ,10/8/1980,14/01/1950,male,southwest,11737.84884
230354,Neelam Yadav,95853451859231 ,16/02/1954,16/11/1988,male,northwest,1627.28245
778263,Rajesh Gupta,96699312409469 ,9/9/1977,22/12/1965,female,southwest,8556.907
683584,Shalini Patel,93341064508916 ,18/10/1960,13/05/1984,male,northwest,3062.50825
798896,Manish Kumar,97884059526884 ,25/11/1974,6/3/1955,female,southeast,19539.243
869500,Pradeep Verma,91544435624594 ,18/11/1980,13/05/1966,male,northwest,1906.35825
959409,Pooja Agarwal,98167830821153 ,29/09/1964,23/11/1974,male,northwest,14210.53595
443136,Sameer Singh,92510894485143 ,11/8/1983,19/12/1954,female,southeast,11833.7823
922133,Shivam Trivedi,93402851103607 ,20/08/1979,25/05/1983,male,northeast,17128.42608
279861,Ishaan Sharma,97177072925814 ,4/12/1978,16/04/1981,male,northeast,5031.26955
211006,Mohan Kumar,92895029771721 ,10/1/1965,31/08/1999,female,northeast,7985.815
985348,Sunil Chauhan,93314997967551 ,14/01/1962,17/06/1953,female,southeast,23065.4207
520805,Harshita Verma,92746576947583 ,28/11/1955,7/10/1975,male,northeast,5428.7277
431910,Uma Patel,90124193237204 ,11/8/1957,19/08/2000,male,southeast,36307.7983
386881,Neha Verma,93535063653533 ,2/12/1984,16/05/1996,female,northeast,3925.7582
728478,Sunil Chauhan,90676355395906 ,9/6/1966,25/09/1954,male,southwest,2416.955
496714,Nisha Reddy,90674104478738 ,10/7/1998,14/07/1984,male,southwest,19040.876
833548,Disha Gupta,91276895786559 ,29/02/1984,26/05/1958,male,northeast,3070.8087
522210,Dhruv Mehta,99395011653670 ,21/01/1964,16/06/1983,female,northeast,9095.06825
318360,Rajesh Gupta,94100783724654 ,20/01/1998,22/02/1993,female,northwest,11842.62375
790806,Harshita Singh,97315729079288 ,2/4/1992,21/04/1977,male,southwest,8062.764
376137,Sneha Iyer,95867479739381 ,6/10/1976,10/7/1964,female,southwest,7050.642
532283,Anushka Jain,99265561544638 ,1/3/1990,19/09/1964,female,southwest,14319.031
889102,Swati Singh,91952658371037 ,27/04/1982,16/11/1972,female,northwest,6933.24225
894157,Karan Gupta,95848976962621 ,19/10/1964,20/03/1967,male,southwest,27941.28758
653713,Amit Kumar,91925467870474 ,25/09/1965,8/4/1971,female,southwest,11150.78
198675,Arjun Sharma,96515389193108 ,9/7/1989,30/08/1963,female,northeast,12797.20962
454130,Maya Patel,97807940455987 ,1/5/1971,24/03/1997,female,northwest,17748.5062
331379,Aruna Reddy,92584781828904 ,2/2/1972,22/08/1963,male,northwest,7261.741
962985,Sakshi Patel,93033721381127 ,25/02/1957,7/11/1954,male,southeast,10560.4917
225864,Harshita Singh,95349216919480 ,14/11/1971,16/07/1986,male,northwest,6986.697
800794,Jaya Patel,99718143739525 ,4/6/1965,17/12/1986,male,northeast,7448.40395
121497,Gaurav Joshi,92072124326195 ,15/08/1971,8/12/1983,male,southeast,5934.3798
935367,Himanshu Verma,98527256987560 ,27/09/1955,16/01/1956,male,northwest,9869.8102
232908,Sunil Chauhan,98341303765568 ,30/04/1991,7/8/1952,male,southwest,18259.216
919448,Ajay Sharma,91185638032042 ,18/10/1967,15/09/1995,male,southeast,1146.7966
223792,Priya Chauhan,95426082659687 ,2/3/1995,24/07/1950,male,southeast,9386.1613
232382,Rohan Jain,95323980647350 ,13/05/1961,14/09/1990,female,southwest,24520.264
753988,Amit Sharma,97324248848960 ,17/01/1981,3/10/1956,female,southeast,4350.5144
189483,Ankit Chauhan,98635052888528 ,26/01/2000,7/9/1966,female,southwest,6414.178
155069,Lakshmi Iyer,96913460886420 ,15/10/1963,25/03/1978,male,northeast,12741.16745
895798,Amit Kumar,95292843669317 ,17/10/1969,22/01/1986,male,northwest,1917.3184
256167,Arjun Sharma,99827208816474 ,31/10/1982,15/02/1983,male,northeast,5209.57885
108848,Tanya Joshi,93863767642562 ,5/11/1971,7/1/1981,female,southeast,13457.9608
101065,Himanshu Patel,95477204431763 ,16/07/1955,1/2/1985,female,southeast,5662.225
712544,Harshita Verma,98780605482253 ,29/03/1956,1/5/1978,male,southwest,1252.407
839028,Santosh Sharma,97350158017066 ,23/09/1991,28/09/1984,female,northeast,2731.9122
102959,Vishal Kapoor,91279492386880 ,6/3/1997,11/2/1987,male,southeast,21195.818
309548,Ishaan Kapoor,98396881315703 ,28/01/1957,27/09/1969,female,northwest,7209.4918
877264,Jaya Patel,96953659347494 ,27/11/1975,7/3/1998,male,northwest,18310.742
519686,Kirti Singh,98597025172236 ,10/2/1964,11/11/1968,male,southeast,4266.1658
442629,Uma Patel,99744095079816 ,25/07/1950,20/11/1991,female,northeast,4719.52405
653988,Arjun Sharma,94544600788027 ,18/05/1997,20/03/2000,female,southwest,11848.141
425589,Shivam Trivedi,90354338136659 ,10/5/1956,15/05/1996,male,northeast,17904.52705
437303,Amit Kumar,91351987661857 ,25/02/1993,17/07/1953,female,southeast,7046.7222
154613,Anushka Jain,93829902051002 ,10/9/1959,21/12/1952,female,southeast,14313.8463
835032,Ankit Chauhan,94448785621641 ,11/1/1986,22/07/1967,male,southwest,2103.08
849814,Ankit Chauhan,90319019649057 ,16/07/1974,1/7/1983,female,southeast,38792.6856
429625,Arjun Sharma,99981861220888 ,26/01/1962,10/1/1957,male,southeast,1815.8759
565078,Deepika Das,90482958979894 ,24/11/1976,10/11/1952,female,northwest,7731.85785
408753,Priya Chauhan,98458009490086 ,26/07/1977,7/4/1955,female,northwest,28476.73499
815616,Karan Kumar,90443323928561 ,25/01/1964,30/05/1980,female,northwest,2136.88225
512200,Aditi Gupta,98157713647361 ,22/05/1989,6/1/1969,male,southeast,1131.5066
383430,Ananya Patel,92374230945068 ,30/10/1961,12/11/1996,male,northeast,3309.7926
154123,Sangita Das,97417606142859 ,14/01/1997,14/11/1990,female,southwest,9414.92
600393,Yogesh Mehta,94418071206751 ,18/07/1970,8/7/1974,female,northwest,6360.9936
144203,Shalini Patel,94442445696895 ,6/3/1958,11/10/1966,male,southeast,11013.7119
519323,Sachin Kumar,96394611099875 ,11/6/1969,18/06/1953,male,northeast,4428.88785
755486,Sandeep Verma,90075169975304 ,15/11/1963,11/7/1977,male,southeast,5584.3057
170304,Harshita Singh,90255493354899 ,12/9/1981,25/09/1961,female,southeast,1877.9294
950912,Neha Sharma,94721104903187 ,7/1/1998,3/7/1977,female,northwest,2842.76075
756495,Akanksha Singh,93062616321655 ,10/1/1999,6/6/1983,male,southwest,3597.596
976218,Sunil Chauhan,92225010768828 ,18/11/1987,17/02/1981,female,northeast,23401.30575
974643,Roshni Mehta,92590047519131 ,7/1/1991,24/11/1996,female,northwest,55135.40209
101736,Ajay Sharma,93704460387421 ,10/12/1992,27/05/1979,male,southwest,7445.918
244072,Ayush Verma,99352595104298 ,4/10/1964,22/11/1978,male,northwest,2680.9493
263849,Krishna Chauhan,94574164568147 ,26/07/1994,21/02/1960,female,southeast,1621.8827
303525,Manish Kumar,93588920015751 ,28/08/1953,7/11/1951,female,southeast,8219.2039
295370,Vidya Reddy,92299692558008 ,29/07/1970,19/07/1993,male,northwest,12523.6048
776284,Sameer Singh,99148774544929 ,19/05/1969,21/10/1999,female,northeast,16069.08475
117182,Deepika Iyer,90631728530158 ,16/09/1974,22/05/1957,male,southeast,43813.8661
844260,Vikas Verma,99491295157309 ,1/4/1992,17/05/1978,male,northeast,20773.62775
855823,Jaya Patel,91140925030245 ,21/06/1964,4/1/1962,male,northeast,39597.4072
639042,Lakshmi Iyer,90060313706013 ,27/08/1979,19/05/1992,male,northwest,6117.4945
168388,Karan Kumar,92138452085105 ,10/4/1993,19/09/1973,male,southwest,13393.756
986116,Rajesh Gupta,90264329499169 ,12/8/1959,30/01/1971,female,northwest,5266.3656
264460,Shreya Jain,90520139070368 ,1/7/1981,30/07/1979,female,northwest,4719.73655
793077,Pradeep Verma,97113353670289 ,3/6/1992,10/6/1969,male,northwest,11743.9341
759855,Vikas Verma,99679813357739 ,12/1/1985,14/10/1995,male,northwest,5377.4578
700991,Harshita Singh,92872613539407 ,21/08/1959,8/11/1980,male,southeast,7160.3303
519435,Santosh Sharma,99406202614731 ,31/03/1993,15/12/1977,male,southwest,4402.233
910935,Akanksha Singh,92105346395789 ,31/07/1993,2/7/1996,female,northeast,11657.7189
576214,Jaya Patel,90544860168761 ,3/8/1971,23/03/1979,female,northeast,6402.29135
582545,Roshni Mehta,92578943279127 ,22/10/1952,18/06/1983,female,northwest,12622.1795
365670,Akanksha Singh,99340854472699 ,26/08/1969,2/9/1997,male,southwest,1526.312
457105,Sarika Reddy,98155655760094 ,13/06/1980,20/08/1987,male,northeast,12323.936
805880,Sakshi Patel,96889789908739 ,8/9/1984,28/02/1955,female,southeast,36021.0112
782765,Dhruv Mehta,96340043381224 ,22/11/1961,5/12/1970,female,southeast,27533.9129
101254,Shivam Trivedi,98752590261089 ,8/4/1965,22/12/1955,male,northeast,10072.05505
